Ambito;ISO3;Area;Producto;Codigo del year;Year;Unidad;Valor;Simbolo;Descripcion del Simbolo
Cobertura de la tierra;SYR;Republica Arabe Siria;Pastizales;2020;2020;1000 ha;3178.81;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Pastizales;2021;2021;1000 ha;3254.33;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Areas cubiertas por arboles;2020;2020;1000 ha;287.89;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Areas cubiertas por arboles;2021;2021;1000 ha;382.33;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Areas cubiertas por arbustos;2020;2020;1000 ha;226.13;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Areas cubiertas por arbustos;2021;2021;1000 ha;157.25;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;7.89;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;3.89;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;SYR;Republica Arabe Siria;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;SYR;Republica Arabe Siria;Tierras deserticas;2020;2020;1000 ha;9533.63;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Tierras deserticas;2021;2021;1000 ha;9643.58;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Cuerpos de aguas interiores;2020;2020;1000 ha;138.34;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Cuerpos de aguas interiores;2021;2021;1000 ha;135.64;E;Valor estimado
Cobertura de la tierra;SYR;Republica Arabe Siria;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;SYR;Republica Arabe Siria;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;CAF;Republica Centroafricanu;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;26.88;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;35.94;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Cultivos herbaceos;2020;2020;1000 ha;53.05;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Cultivos herbaceos;2021;2021;1000 ha;45.51;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;CAF;Republica Centroafricanu;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;CAF;Republica Centroafricanu;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;CAF;Republica Centroafricanu;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;CAF;Republica Centroafricanu;Pastizales;2020;2020;1000 ha;5776.72;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Pastizales;2021;2021;1000 ha;6331.62;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Areas cubiertas por arboles;2020;2020;1000 ha;40851.74;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Areas cubiertas por arboles;2021;2021;1000 ha;41746.2;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Areas cubiertas por arbustos;2020;2020;1000 ha;15107.63;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Areas cubiertas por arbustos;2021;2021;1000 ha;13679.77;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;32.77;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;32.88;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;CAF;Republica Centroafricanu;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;CAF;Republica Centroafricanu;Tierras deserticas;2020;2020;1000 ha;24.23;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Tierras deserticas;2021;2021;1000 ha;1.3;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Cuerpos de aguas interiores;2020;2020;1000 ha;85.77;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Cuerpos de aguas interiores;2021;2021;1000 ha;85.57;E;Valor estimado
Cobertura de la tierra;CAF;Republica Centroafricanu;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;CAF;Republica Centroafricanu;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;KOR;Republica de Corea;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;695.68;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;763.45;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Cultivos herbaceos;2020;2020;1000 ha;1537.39;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Cultivos herbaceos;2021;2021;1000 ha;1465.61;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;KOR;Republica de Corea;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;KOR;Republica de Corea;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;KOR;Republica de Corea;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;KOR;Republica de Corea;Pastizales;2020;2020;1000 ha;310.49;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Pastizales;2021;2021;1000 ha;606.25;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Areas cubiertas por arboles;2020;2020;1000 ha;6749.65;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Areas cubiertas por arboles;2021;2021;1000 ha;6759.15;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Areas cubiertas por arbustos;2020;2020;1000 ha;1.62;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Areas cubiertas por arbustos;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;5.95;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;5.11;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;KOR;Republica de Corea;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;KOR;Republica de Corea;Tierras deserticas;2020;2020;1000 ha;351.7;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Tierras deserticas;2021;2021;1000 ha;56.67;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Cuerpos de aguas interiores;2020;2020;1000 ha;260.08;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Cuerpos de aguas interiores;2021;2021;1000 ha;256.31;E;Valor estimado
Cobertura de la tierra;KOR;Republica de Corea;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;KOR;Republica de Corea;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;MDA;Republica de Moldova;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;94.46;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;109.51;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Cultivos herbaceos;2020;2020;1000 ha;2012.97;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Cultivos herbaceos;2021;2021;1000 ha;1916.09;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;MDA;Republica de Moldova;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;MDA;Republica de Moldova;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;MDA;Republica de Moldova;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;MDA;Republica de Moldova;Pastizales;2020;2020;1000 ha;538.66;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Pastizales;2021;2021;1000 ha;617.75;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Areas cubiertas por arboles;2020;2020;1000 ha;642.46;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Areas cubiertas por arboles;2021;2021;1000 ha;678.12;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Areas cubiertas por arbustos;2020;2020;1000 ha;0.03;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Areas cubiertas por arbustos;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;16.91;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;16.91;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;MDA;Republica de Moldova;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;MDA;Republica de Moldova;Tierras deserticas;2020;2020;1000 ha;34.27;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Tierras deserticas;2021;2021;1000 ha;1.17;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Cuerpos de aguas interiores;2020;2020;1000 ha;40.36;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Cuerpos de aguas interiores;2021;2021;1000 ha;40.56;E;Valor estimado
Cobertura de la tierra;MDA;Republica de Moldova;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;MDA;Republica de Moldova;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;COD;Republica Democratica del Congo;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;292.86;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;441.47;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Cultivos herbaceos;2020;2020;1000 ha;945.15;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Cultivos herbaceos;2021;2021;1000 ha;950.98;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;COD;Republica Democratica del Congo;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;COD;Republica Democratica del Congo;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;COD;Republica Democratica del Congo;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;COD;Republica Democratica del Congo;Pastizales;2020;2020;1000 ha;46798.55;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Pastizales;2021;2021;1000 ha;47066.52;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Areas cubiertas por arboles;2020;2020;1000 ha;158814.52;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Areas cubiertas por arboles;2021;2021;1000 ha;160532.57;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Manglares;2020;2020;1000 ha;8.51;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Manglares;2021;2021;1000 ha;5.88;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Areas cubiertas por arbustos;2020;2020;1000 ha;20778.6;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Areas cubiertas por arbustos;2021;2021;1000 ha;18680.04;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;787.05;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;1017.35;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;COD;Republica Democratica del Congo;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;COD;Republica Democratica del Congo;Tierras deserticas;2020;2020;1000 ha;327.02;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Tierras deserticas;2021;2021;1000 ha;45.76;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Nieve permanente y glaciares;2020;2020;1000 ha;0.04;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Nieve permanente y glaciares;2021;2021;1000 ha;0.05;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Cuerpos de aguas interiores;2020;2020;1000 ha;4163.32;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Cuerpos de aguas interiores;2021;2021;1000 ha;4175.02;E;Valor estimado
Cobertura de la tierra;COD;Republica Democratica del Congo;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;COD;Republica Democratica del Congo;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;64.39;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;70.95;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Cultivos herbaceos;2020;2020;1000 ha;1706.99;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Cultivos herbaceos;2021;2021;1000 ha;1691.07;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Pastizales;2020;2020;1000 ha;2786.5;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Pastizales;2021;2021;1000 ha;2971.74;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Areas cubiertas por arboles;2020;2020;1000 ha;17950.95;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Areas cubiertas por arboles;2021;2021;1000 ha;17990.55;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Areas cubiertas por arbustos;2020;2020;1000 ha;70.87;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Areas cubiertas por arbustos;2021;2021;1000 ha;4.22;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;1.32;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;0.05;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Tierras deserticas;2020;2020;1000 ha;192.39;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Tierras deserticas;2021;2021;1000 ha;40.85;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Cuerpos de aguas interiores;2020;2020;1000 ha;265.23;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Cuerpos de aguas interiores;2021;2021;1000 ha;269.21;E;Valor estimado
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LAO;Republica Democratica Popular Lao;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DOM;Republica Dominicana;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;86.26;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;99.87;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Cultivos herbaceos;2020;2020;1000 ha;208.26;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Cultivos herbaceos;2021;2021;1000 ha;210.17;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DOM;Republica Dominicana;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DOM;Republica Dominicana;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DOM;Republica Dominicana;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DOM;Republica Dominicana;Pastizales;2020;2020;1000 ha;1325.96;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Pastizales;2021;2021;1000 ha;1373.2;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Areas cubiertas por arboles;2020;2020;1000 ha;2593.64;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Areas cubiertas por arboles;2021;2021;1000 ha;2729.52;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Manglares;2020;2020;1000 ha;23.91;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Manglares;2021;2021;1000 ha;20.95;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Areas cubiertas por arbustos;2020;2020;1000 ha;341.63;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Areas cubiertas por arbustos;2021;2021;1000 ha;270.4;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;15.55;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;17.04;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DOM;Republica Dominicana;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DOM;Republica Dominicana;Tierras deserticas;2020;2020;1000 ha;156.76;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Tierras deserticas;2021;2021;1000 ha;29.55;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Cuerpos de aguas interiores;2020;2020;1000 ha;58.38;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Cuerpos de aguas interiores;2021;2021;1000 ha;59.62;E;Valor estimado
Cobertura de la tierra;DOM;Republica Dominicana;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DOM;Republica Dominicana;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;114.19;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;117.42;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Cultivos herbaceos;2020;2020;1000 ha;2617.32;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Cultivos herbaceos;2021;2021;1000 ha;2487.48;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Pastizales;2020;2020;1000 ha;1173.08;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Pastizales;2021;2021;1000 ha;1468.06;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Areas cubiertas por arboles;2020;2020;1000 ha;7815.64;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Areas cubiertas por arboles;2021;2021;1000 ha;7848.57;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Areas cubiertas por arbustos;2020;2020;1000 ha;2.85;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Areas cubiertas por arbustos;2021;2021;1000 ha;0.87;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;10.08;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;9.39;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Tierras deserticas;2020;2020;1000 ha;276.56;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Tierras deserticas;2021;2021;1000 ha;71.12;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Cuerpos de aguas interiores;2020;2020;1000 ha;237.28;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Cuerpos de aguas interiores;2021;2021;1000 ha;244.1;E;Valor estimado
Cobertura de la tierra;PRK;Republica Popular Democratica de Corea;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
